,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
440,14,55463,Replaced Unit,,Purchase (Home Purchase Assistance),2012-01-04,,1387.77,Debt,0.0888,0,0,0,15265.44,16653.21,16653.21,,Gilford,NH,03249,,,,Yes,Low,,33001966402,"NH, Belknap, Gilford, 03249",Affordable Housing,1387.77,2012-01-04 00:00:00,Investment,Fully Disbursed,2012-01-27 00:00:00,2012-01-27 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,16653.21,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.55463,POINT (-71.38697000000001 43.53358)
441,14,55476,Replaced Unit,,Purchase (Home Purchase Assistance),2011-12-30,,4522.57,Debt,0.0888,0,0,0,49748.32,54270.89,54270.89,,Barrington,NH,03825,,,,Yes,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,4522.57,2011-12-30 00:00:00,Investment,Fully Disbursed,2012-01-27 00:00:00,2012-01-27 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,54270.89,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55476,POINT (-71.04243 43.214)
442,14,55528,Replaced Unit,,Purchase (Home Purchase Assistance),2012-02-01,,4427,Debt,0.0888,0,0,0,48697.03,53124.03,53124.03,,Loudon,NH,03307,,,,Yes,Low,,33013036000,"NH, Merrimack, Loudon, 03307",Affordable Housing,4427,2012-02-01 00:00:00,Investment,Fully Disbursed,2012-03-15 00:00:00,2012-03-15 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,53124.03,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.55528,POINT (-71.44015 43.32026)
443,14,55609,Replaced Unit,,SF - Preservation w/o Rehab,2012-02-28,,3782.86,Debt,0.0888,0,0,0,41611.42,45394.28,45394.28,exemption (b)(6),Center Tuftonboro,NH,03816,,,,,,,33003956400,"NH, Carroll, Center Tuftonboro, 03816",Affordable Housing,3782.86,2012-02-28 00:00:00,Investment,Fully Disbursed,2012-04-19 00:00:00,2012-04-19 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,45394.28,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.55609,POINT (-71.26353 43.67495)
444,14,55683,Replaced Unit,,SF - Preservation w/o Rehab,2012-04-16,,1558.33,Debt,0.0888,0,0,0,17141.67,18700.0,18700.0,exemption (b)(6),Greenville,NH,03048,,,,,,,33011018501,"NH, Hillsborough, Greenville, 03048",Affordable Housing,1558.33,2012-04-16 00:00:00,Investment,Fully Disbursed,2012-05-24 00:00:00,2012-05-24 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,18700,0,0,0,0,1,0,0,0,0,0,0,0,1,143056,14.55683,POINT (-71.79966 42.75772)
445,14,55793,Replaced Unit,,SF - Preservation w/o Rehab,2012-05-17,,1758.19,Debt,0.0888,0,0,0,19340.06,21098.25,21098.25,exemption (b)(6),Winchester,NH,03470,,,,,,,33005971700,"NH, Cheshire, Ashuelot, 03441",Affordable Housing,1758.19,2012-05-17 00:00:00,Investment,Fully Disbursed,2012-07-06 00:00:00,2013-08-21 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,21098.25,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.55793,POINT (-72.40043 42.78739)
446,14,55942,Replaced Unit,,Purchase (Home Purchase Assistance),2012-07-20,,3412.51,Debt,0.0888,0,0,0,37537.62,40950.13,40950.13,,Jaffrey,NH,03452,,,,Yes,Other Eligible,,33005970500,"NH, Cheshire, Jaffrey, 03452",Affordable Housing,3412.51,2012-07-20 00:00:00,Investment,Fully Disbursed,2012-08-15 00:00:00,2012-08-15 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,40950.13,0,0,0,0,1,0,0,0,0,1,0,1,126000,14.55942,POINT (-72.05965 42.82946)
447,14,55955,Replaced Unit,,Purchase (Home Purchase Assistance),2012-08-07,,2066.35,Debt,0.0888,0,0,0,22729.89,24796.24,24796.24,,Gilford,NH,03249,,,,Yes,Low,,33001966402,"NH, Belknap, Gilford, 03249",Affordable Housing,2066.35,2012-08-07 00:00:00,Investment,Fully Disbursed,2012-08-23 00:00:00,2012-08-23 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,24796.24,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.55955,POINT (-71.38697000000001 43.53358)
448,14,56077,Replaced Unit,,Purchase (Home Purchase Assistance),2012-08-23,,2205.42,Debt,0.0888,0,0,0,24259.57,26464.99,26464.99,,Tuftonboro,NH,03816,,,,No,Low,,33003956400,"NH, Carroll, Center Tuftonboro, 03816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56077,POINT (-71.26353 43.67495)
449,14,56116,Replaced Unit,,Purchase (Home Purchase Assistance),2012-06-12,,4410.21,Debt,0.0888,0,0,0,48512.33,52922.54,52922.54,,Belmont,NH,03220,,,,Yes,Low,331,33001965800,"NH, Belknap, Belmont, 03220",Affordable Housing,4410.21,2012-06-12 00:00:00,Investment,Fully Disbursed,2012-10-16 00:00:00,2012-10-16 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,52922.54,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.56116,POINT (-71.47485 43.46817)
450,14,56129,Replaced Unit,,Purchase (Home Purchase Assistance),2012-09-24,,7878.33,Debt,0.0888,0,0,0,86661.67,94540.0,94540.0,,Nelson,NH,03445,,,,Yes,Low,,33005970400,"NH, Cheshire, Dublin, 03444",Affordable Housing,7878.33,2012-09-24 00:00:00,Investment,Fully Disbursed,2012-10-18 00:00:00,2012-10-18 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,94540,0,0,0,0,1,0,0,0,0,1,0,0,1,176000,14.56129,POINT (-72.12356 42.99677)
451,14,56417,Replaced Unit,,Purchase (Home Purchase Assistance),2013-01-29,,17180,Multiple,0.0888,0,0,0,25012.12,42192.12,42192.12,,Allenstown,NH,03275,,,,Yes,Low,,33013003100,"NH, Merrimack, Suncook, 03275",Affordable Housing,17180,2013-01-29 00:00:00,Investment,Fully Disbursed,2013-03-08 00:00:00,2013-03-08 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,42192.12,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.56417,POINT (-71.38202 43.13806)
452,14,56556,Replaced Unit,,Purchase (Home Purchase Assistance),2013-02-20,,15000,Multiple,0.0888,0,0,0,30908.45,45908.45,45908.45,,Allenstown,NH,03275,,,,Yes,Low,,33013003200,"NH, Merrimack, Suncook, 03275",Affordable Housing,15000,2013-02-20 00:00:00,Investment,Fully Disbursed,2013-04-30 00:00:00,2013-04-30 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,45908.45,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.56556,POINT (-71.44973 43.18035)
453,14,56776,Replaced Unit,,Purchase (Home Purchase Assistance),2013-05-06,,2628.99,Debt,0.0888,0,0,0,28918.9,31547.89,31547.89,,Charlestown,NH,03603,,,,No,Other Eligible,,33019975700,"NH, Sullivan, Charlestown, 03603",Affordable Housing,2628.99,2013-05-06 00:00:00,Investment,Fully Disbursed,2013-06-14 00:00:00,2013-06-14 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,31547.89,0,0,0,0,1,0,0,0,0,0,0,1,126000,14.56776,POINT (-72.39403 43.24674)
454,14,56802,Replaced Unit,,Purchase (Home Purchase Assistance),2013-05-03,,2377.82,Debt,0.0888,0,0,0,26155.97,28533.78,28533.78,,Bethlehem,NH,03574,,,,Yes,Low,,33009960200,"NH, Grafton, Bethlehem, 03574",Affordable Housing,2377.82,2013-05-03 00:00:00,Investment,Fully Disbursed,2013-06-26 00:00:00,2013-06-26 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,28533.78,0,0,0,0,1,0,0,0,0,1,0,0,1,126646,14.56802,POINT (-71.64156 44.22404)
455,14,57283,Replaced Unit,,Purchase (Home Purchase Assistance),2013-07-09,,3838.21,Debt,0.0888,0,0,0,42220.36,46058.57,46058.57,,Wakefield,NH,03872,,,,Yes,Low,,33003956000,"NH, Carroll, East Wakefield, 03830",Affordable Housing,3838.21,2013-07-09 00:00:00,Investment,Fully Disbursed,2013-10-03 00:00:00,2013-10-03 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,46058.57,0,0,0,0,1,0,0,0,0,1,0,0,1,163750,14.57283,POINT (-71.03461 43.5815)
456,14,57526,Replaced Unit,,Purchase (Home Purchase Assistance),2013-10-16,,12556,Debt,0.0888,0,0,0,138115.96,150671.96,150671.96,,Weare,NH,03281,,,,No,Low,,33011021000,"NH, Hillsborough, Weare, 03281",Affordable Housing,12556,2013-10-16 00:00:00,Investment,Fully Disbursed,2013-12-06 00:00:00,2013-12-06 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,150671.96,0,0,0,0,1,0,0,0,0,0,0,0,1,143056,14.57526,POINT (-71.72171 43.08115)
457,14,58266,Replaced Unit,,Purchase (Home Purchase Assistance),2014-05-20,,1616.44,Debt,0.0888,0,0,0,18583.56,20200.0,20200.0,,Groveton,NH,03582,,,,No,Low,,33007950400,"NH, Coos, Groveton, 03582",Affordable Housing,1616.44,2014-05-20 00:00:00,Investment,Fully Disbursed,2014-07-16 00:00:00,2014-07-16 00:00:00,0,0,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126646,14.58266,POINT (-71.45802999999999 44.66297)
458,14,15R,Complete,,Purchase (Home Purchase Assistance),2014-10-23,2014-11-26 00:00:00,19204,Debt,0.0888,0,0,0,80796,100000.0,100000.0,,,,,,,,Yes,Low,,33001965100,"NH, Belknap, New Hampton, 03256",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,100000,0,0,0,0,1,0,0,0,0,1,0,0,1,163679,14.15R,POINT (-71.59696 43.64916)
459,14,55133R,Complete,,Purchase (Home Purchase Assistance),2014-01-14,2014-02-18 00:00:00,2900,Debt,0.0888,0,0,0,55047.44,57947.44,57947.44,,Rochester,NH,03839,,,,No,Low,,33017084500,"NH, Strafford, Rochester, 03839",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,57947.44,0,0,0,0,1,0,0,0,0,0,0,0,1,175367,14.55133R,POINT (-70.97671 43.26068)
460,14,56417R,Complete,,Purchase (Home Purchase Assistance),2014-04-16,2014-05-14 00:00:00,13563.59,Debt,0.0888,0,0,0,96403.45,109967.04,109967.04,,Allenstown,NH,03275,,,,Yes,Low,,33013003100,"NH, Merrimack, Suncook, 03275",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,109967.04,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.56417R,POINT (-71.38202 43.13806)
464,14,54697,Replaced Unit,,SF - Preservation w/o Rehab,2011-04-06,,3400,Debt,0.0888,0,0,0,37400,40800.0,40800.0,exemption (b)(6),Claremont,NH,03743,,,,,,,33019975901,"NH, Sullivan, Claremont, 03743",Affordable Housing,3400,2011-04-06 00:00:00,Investment,Fully Disbursed,2011-04-28 00:00:00,2011-04-28 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,1,0,0,0,0,40800,0,0,0,0,1,0,0,0,0,0,0,0,1,143062,14.54697,POINT (-72.32606 43.39983)
465,14,55120,Replaced Unit,,Purchase (Home Purchase Assistance),2011-08-23,,1906.12,Debt,0.0888,0,0,0,20967.33,22873.45,22873.45,,Winchester,NH,03470,,,,Yes,Low,,33005971700,"NH, Cheshire, Ashuelot, 03441",Affordable Housing,1906.12,2011-08-23 00:00:00,Investment,Fully Disbursed,2011-09-09 00:00:00,2011-09-09 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,22873.45,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.55120,POINT (-72.40043 42.78739)
466,14,55159,Replaced Unit,,Purchase (Home Purchase Assistance),2011-08-23,,2936.83,Debt,0.0888,0,0,0,32305.09,35241.92,35241.92,,Jaffrey,NH,03452,,,,Yes,Low,,33005970500,"NH, Cheshire, Jaffrey, 03452",Affordable Housing,2936.83,2011-08-23 00:00:00,Investment,Fully Disbursed,2011-09-16 00:00:00,2011-09-16 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,35241.92,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.55159,POINT (-72.05965 42.82946)
467,14,55162,Replaced Unit,,Purchase (Home Purchase Assistance),2011-08-16,,1897.47,Debt,0.0888,0,0,0,20872.15,22769.62,22769.62,,Rochester,NH,03867,,,,Yes,Low,,33017084200,"NH, Strafford, Rochester, 03868",Affordable Housing,1897.47,2011-08-16 00:00:00,Investment,Fully Disbursed,2011-09-22 00:00:00,2011-09-22 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,22769.62,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55162,POINT (-70.96468 43.33279)
468,14,55366,Replaced Unit,,Purchase (Home Purchase Assistance),2011-10-24,,6487.33,Debt,0.0888,0,0,0,71360.67,77848.0,77848.0,,Barrington,NH,03825,,,,No,Low,,33017085000,"NH, Strafford, Barrington, 03825",Affordable Housing,6487.33,2011-10-24 00:00:00,Investment,Fully Disbursed,2011-11-18 00:00:00,2011-11-18 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,77848,0,0,0,0,1,0,0,0,0,0,0,0,1,175367,14.55366,POINT (-71.04243 43.214)
469,14,55502,Replaced Unit,,Purchase (Home Purchase Assistance),2012-01-04,,3733.75,Debt,0.0888,0,0,0,41071.22,44804.97,44804.97,,Merrimack,NH,03054,,,,No,Other Eligible,,33011014300,"NH, Hillsborough, Merrimack, 03054",Affordable Housing,3733.75,2012-01-04 00:00:00,Investment,Fully Disbursed,2012-02-15 00:00:00,2012-02-15 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,44804.97,0,0,0,0,1,0,0,0,0,0,0,1,143056,14.55502,POINT (-71.52772 42.82918)
470,14,55654,Replaced Unit,,Purchase (Home Purchase Assistance),2012-03-29,,2158.9,Debt,0.0888,0,0,0,23747.86,25906.76,25906.76,,Exeter,NH,03833,,,,No,Other Eligible,,33015106200,"NH, Rockingham, Exeter, 03833",Affordable Housing,2158.9,2012-03-29 00:00:00,Investment,Fully Disbursed,2012-05-04 00:00:00,2012-05-04 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,25906.76,0,0,0,0,1,0,0,0,0,0,0,1,194367,14.55654,POINT (-70.95715 42.96882)
471,14,55667,Replaced Unit,,Purchase (Home Purchase Assistance),2012-04-05,,2632.05,Debt,0.0888,0,0,0,28952.55,31584.6,31584.6,,Rindge,NH,03641,,,,Yes,Low,,33005970600,"NH, Cheshire, Rindge, 03461",Affordable Housing,2632.05,2012-04-05 00:00:00,Investment,Fully Disbursed,2012-04-26 00:00:00,2012-04-26 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,31584.6,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.55667,POINT (-72.01067999999999 42.75253)
472,14,55735,Replaced Unit,,Purchase (Home Purchase Assistance),2012-05-03,,5068.41,Debt,0.0888,0,0,0,55752.48,60820.89,60820.89,,Jaffrey,NH,03452,,,,Yes,Low,,33005970500,"NH, Cheshire, Jaffrey, 03452",Affordable Housing,5068.41,2012-05-03 00:00:00,Investment,Fully Disbursed,2012-06-05 00:00:00,2012-06-05 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,60820.89,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.55735,POINT (-72.05965 42.82946)
473,14,55900,Replaced Unit,,Purchase (Home Purchase Assistance),2012-06-12,,1645.53,Debt,0.0888,0,0,0,18100.84,19746.37,19746.37,,Keene,NH,03458,,,,Yes,Low,697,33005971401,"NH, Cheshire, Keene, 03431",Affordable Housing,1645.53,2012-06-12 00:00:00,Investment,Fully Disbursed,2012-07-31 00:00:00,2012-07-31 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,19746.37,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.55900,POINT (-72.30607000000001 42.91834)
474,14,55926,Replaced Unit,,SF - Preservation w/o Rehab,2012-07-05,,1791.67,Debt,0.0888,0,0,0,19708.33,21500.0,21500.0,exemption (b)(6),Swanzey,NH,03446,,,,,,,33005970900,"NH, Cheshire, Swanzey, 03446",Affordable Housing,1791.67,2012-07-05 00:00:00,Investment,Fully Disbursed,2012-08-06 00:00:00,2012-08-06 00:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1,1,0,0,0,1,0,0,0,0,21500,0,0,0,0,1,0,0,0,0,0,0,1,126000,14.55926,POINT (-72.29592 42.86248)
475,14,56145,Replaced Unit,,Purchase (Home Purchase Assistance),2012-05-14,,4931.25,Debt,0.0888,0,0,0,54243.75,59175.0,59175.0,,Loudon,NH,03307,,,,Yes,Low,,33013036000,"NH, Merrimack, Loudon, 03307",Affordable Housing,4931.25,2012-05-14 00:00:00,Investment,Fully Disbursed,2012-10-26 00:00:00,2012-10-26 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,59175,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.56145,POINT (-71.44015 43.32026)
476,14,56226,Replaced Unit,,Purchase (Home Purchase Assistance),2012-10-09,,12856,Debt,0.0888,0,0,0,141416,154272.0,154272.0,,Epsom,NH,03234,,,,No,Other Eligible,,33013034000,"NH, Merrimack, Epsom, 03234",Affordable Housing,12856,2012-10-09 00:00:00,Investment,Fully Disbursed,2012-11-27 00:00:00,2012-11-27 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,154272,0,0,0,0,1,0,0,0,0,0,0,1,181000,14.56226,POINT (-71.33852 43.21511)
477,14,56488,Replaced Unit,,Purchase (Home Purchase Assistance),2013-01-29,,2022.81,Debt,0.0888,0,0,0,22250.94,24273.75,24273.75,,Allenstown,NH,03275,,,,No,Low,,33013003200,"NH, Merrimack, Suncook, 03275",Affordable Housing,2022.81,2013-01-29 00:00:00,Investment,Fully Disbursed,2013-04-01 00:00:00,2013-04-01 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,24273.75,0,0,0,0,1,0,0,0,0,0,0,0,1,141185,14.56488,POINT (-71.44973 43.18035)
478,14,54723R,Replaced Unit,,Purchase (Home Purchase Assistance),2011-08-22,,2989.69,Debt,0.0888,0,0,0,35480.46,38470.15,38470.15,,Rochester,NH,03867,,,,Yes,Low,,33017084200,"NH, Strafford, Rochester, 03868",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,38470.15,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54723R,POINT (-70.96468 43.33279)
480,14,54817R,Replaced Unit,,Purchase (Home Purchase Assistance),2015-01-13,,1487.5,Debt,0.0888,0,0,0,27532.66,29020.16,29020.16,,Rochester,NH,03867,,,,Yes,Low,,23031031000,"ME, York, Lebanon, 04027",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,29020.16,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.54817R,POINT (-70.91152 43.40334)
482,14,55036R,Replaced Unit,,Purchase (Home Purchase Assistance),2014-01-08,,2969.3,Debt,0.0888,0,0,0,25256.71,28226.0,28226.0,,Pittsfield,NH,03263,,,,Yes,Low,,33013035000,"NH, Merrimack, Pittsfield, 03263",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,28226,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.55036R,POINT (-71.31 43.29436)
484,14,55418R,Replaced Unit,,Purchase (Home Purchase Assistance),2013-05-01,,1600,Debt,0.0888,0,0,0,29215.39,30815.39,30815.39,,Rochester,NH,03867,,,,Yes,Low,,33017084200,"NH, Strafford, Rochester, 03868",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,30815.39,0,0,0,0,1,0,0,0,0,1,0,0,1,175367,14.55418R,POINT (-70.96468 43.33279)
508,15,101,Complete,,MF - New Development,2011-10-13,2013-11-04 00:00:00,763000,Debt,0.012199999999999999,0,5586520,70,9603410,15190000.0,15190000.0,9247-9257 Van Nuys Blvd,Panorama City,CA,91402,,,,,,,06037119320,"CA, Los Angeles, Los Angeles, 91402",Affordable Housing,785000,2011-10-13 00:00:00,Investment,Fully Disbursed,2011-10-19 00:00:00,2011-10-19 00:00:00,55,0,55,55,6,49,0,0,0,1657091,13532909,0,0,0,6,49,0,0,0,YES,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.101,POINT (-118.45361 34.23892)
509,15,101.1,Complete,,EDA/CSF,2011-10-13,2013-11-04 00:00:00,22000,Debt,0.012199999999999999,0,0,0,440000,440000.0,440000.0,9247-9257 Van Nuys Blvd,Panorama City,CA,91402,,Multi-Service/Other,2886,,,,06037119320,"CA, Los Angeles, Los Angeles, 91402",,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.101.1,POINT (-118.45361 34.23892)
510,15,102,Complete,,MF - New Development,2011-11-15,2013-08-28 00:00:00,818750,Debt,0.012199999999999999,0,3950000,125147,12299853,16375000.0,16375000.0,201 Sunset Court,Brentwood,CA,94513,,,,,,,06013303103,"CA, Contra Costa, Brentwood, 94513",Affordable Housing,840000,2011-11-15 00:00:00,Investment,Fully Disbursed,2011-12-09 00:00:00,2011-12-09 00:00:00,53,0,53,53,11,31,11,0,0,3398585,9577830,3398585,0,0,11,31,11,0,0,YES,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.102,POINT (-121.66605 37.93661)
511,15,102.1,Complete,,EDA/CSF,2011-11-15,2013-08-28 00:00:00,21250,Debt,0.012199999999999999,0,0,0,425000,425000.0,425000.0,201 Sunset Court,Brentwood,CA,94513,,Multi-Service/Other,2719,,,,06013303103,"CA, Contra Costa, Brentwood, 94513",,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.102.1,POINT (-121.66605 37.93661)
512,15,103,Complete,,MF - New Development,2011-11-15,2013-03-25 00:00:00,817500,Debt,0.012199999999999999,0,5321600,72656,10921479,16315735.0,16315735.0,3568 Harding Street,Carlsbad,CA,92008,,,,,,,06073017900,"CA, San Diego, Carlsbad, 92008",Affordable Housing,830000,2011-11-15 00:00:00,Investment,Fully Disbursed,2011-12-12 00:00:00,2011-12-12 00:00:00,49,0,49,49,12,23,14,0,0,3995690,7658406,4661639,0,0,12,23,14,0,0,YES,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.103,POINT (-117.34507 33.16006)
